Date,Close,High,Low,Open,Volume
2023-06-30,192.04718017578125,192.5521191164762,189.3640377084909,189.7303801784341,85069600
2023-07-03,190.55213928222656,191.9580609253223,189.85906633761323,191.85904618822676,31458200
2023-07-05,189.433349609375,191.06698713435688,188.7303811843197,189.6709759307026,46920300
2023-07-06,189.9085693359375,190.11649423604223,187.32444187549908,187.95809689875657,45094300
2023-07-07,188.78977966308597,190.7600582083635,188.35415407859097,189.51255404191053,46778000
2023-07-10,186.74029541015625,188.1066202001988,185.18585168727856,187.3838458679872,59922200
2023-07-11,186.21554565429688,187.42345287888423,184.75022127484863,187.28484131741652,46638100
2023-07-12,187.88877868652344,189.7996389835272,186.60166280843745,187.79965939165592,60750200
2023-07-13,188.6511383056641,189.2947038109241,187.8986777521185,188.61154147969896,41342300
2023-07-14,188.79966735839844,189.2848002551128,187.75017769506536,188.34422075160825,41573900
2023-07-17,192.0669708251953,192.39370132812152,189.9085734412509,189.9976776399959,50520200
2023-07-18,191.80953979492188,192.40359800546008,190.5125283130256,191.433317028607,48353800
2023-07-19,193.16598510742188,196.2649472303636,190.7402598040341,191.18581105243047,80507300
2023-07-20,191.2154998779297,194.52238670645607,190.5917402572243,193.1560618639693,59581200
2023-07-21,190.0373077392578,193.03727024392956,189.33433929774543,192.17589935868597,71917800
2023-07-24,190.8392639160156,192.9778554020486,190.34422042985216,191.4927249435582,45377800
2023-07-25,191.70062255859372,192.5125010758936,191.0075647435374,191.4135040021873,37283200
2023-07-26,192.5718994140625,193.7005978603117,191.40360413966724,191.75012548540772,47471900
2023-07-27,191.3046112060547,195.24515323301043,190.6412547294524,194.07685782549476,47460200
2023-07-28,193.88873291015625,194.68080550669023,192.21548351570436,192.7402284005584,48291400
2023-07-31,194.50259399414065,194.54220593555127,193.3243880114047,194.1164606567971,38824100
2023-08-01,193.67091369628903,194.77980627337752,193.34418318178373,194.29467332466547,35175100
2023-08-02,190.67095947265625,193.2451766513384,189.94820018063527,193.10656507331345,50389300
2023-08-03,189.27493286132807,190.46303425792703,188.79969532419432,189.6709767318804,61235200
2023-08-04,180.1859436035156,185.52251207833032,180.11663025996506,183.68094960257173,115799700
2023-08-07,177.07705688476562,181.31462781819695,175.5919264611557,180.32454086912367,97576100
2023-08-08,178.01763916015625,178.48298124186843,175.81964489133262,177.9087289898081,67823000
